Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26.0,,Travel_Rarely,991,,6,3.0,Life Sciences,1,686,,Female,71,3,1,Laboratory Technician,4.0,Married,,17759,1,Y,Yes,13,3.0,3,80,1,,2,3,,2,0,2
37.0,,Travel_Rarely,482,Research & Development,3,3.0,Other,1,689,3.0,Male,36,3,3,,3.0,,,9606,1,Y,No,15,,3,80,1,10.0,2,3,10.0,7,7,8
29.0,No,Travel_Rarely,1176,,3,2.0,Medical,1,690,2.0,Female,62,3,2,,3.0,Married,5561.0,3487,1,Y,No,14,3.0,1,80,1,,5,2,6.0,0,1,2
35.0,No,Travel_Rarely,1017,Research & Development,6,4.0,Life Sciences,1,691,2.0,Male,82,1,2,Research Scientist,4.0,,,19368,1,Y,No,13,3.0,2,80,0,,3,3,,11,11,8
33.0,No,Travel_Frequently,1296,,6,,Life Sciences,1,692,,Male,30,3,2,,,Divorced,7725.0,5335,3,Y,No,23,4.0,3,80,1,15.0,2,1,,11,4,7
54.0,,Travel_Rarely,397,Human Resources,19,,Medical,1,698,3.0,Male,88,3,3,Human Resources,,,10725.0,6729,2,Y,No,15,3.0,3,80,1,,1,4,9.0,7,7,1
36.0,,Travel_Rarely,913,,9,2.0,Medical,1,699,,Male,48,2,2,Manufacturing Director,2.0,Divorced,8847.0,13934,2,Y,Yes,11,,3,80,1,13.0,2,3,3.0,2,0,2
27.0,No,Travel_Rarely,1115,,3,,Medical,1,700,,Male,54,2,1,,4.0,Single,,15174,0,Y,No,13,,4,80,0,5.0,0,3,4.0,2,1,1
20.0,Yes,Travel_Rarely,1362,,10,,Medical,1,701,4.0,Male,32,3,1,,3.0,Single,1009.0,26999,1,Y,Yes,11,,4,80,0,,5,3,1.0,0,1,1
,Yes,Travel_Frequently,1076,Research & Development,3,,Life Sciences,1,702,1.0,Male,70,3,1,,,,3348.0,3164,1,Y,Yes,11,3.0,1,80,0,10.0,3,3,10.0,8,9,7
,No,Non-Travel,727,,3,3.0,Life Sciences,1,704,,Male,41,2,1,,,Married,1281.0,16900,1,Y,No,18,,3,80,2,,3,3,,0,0,0
,No,Travel_Rarely,885,,4,3.0,Medical,1,705,1.0,Male,58,4,1,Research Scientist,,Married,2819.0,8544,2,Y,No,16,,1,80,1,,3,4,3.0,2,0,2
25.0,No,Travel_Rarely,810,Sales,8,,Life Sciences,1,707,,Male,57,4,2,Sales Executive,2.0,,4851.0,15678,0,Y,No,22,4.0,3,80,1,4.0,4,3,3.0,2,1,2
38.0,No,Travel_Rarely,243,Sales,7,,Marketing,1,709,4.0,Female,46,2,2,,,Single,4028.0,7791,0,Y,No,20,4.0,1,80,0,,2,3,,7,0,5
,No,Travel_Frequently,806,,1,4.0,Life Sciences,1,710,,Male,76,1,1,,,Divorced,,18959,1,Y,No,18,3.0,4,80,1,10.0,5,3,10.0,7,2,8
48.0,No,Travel_Rarely,817,Sales,2,1.0,Marketing,1,712,2.0,Male,56,4,2,Sales Executive,2.0,,8120.0,18597,3,Y,No,12,,4,80,0,12.0,3,3,,2,2,2
,No,Travel_Frequently,1410,,3,1.0,Medical,1,714,4.0,Female,71,4,2,Sales Executive,4.0,Divorced,,16673,1,Y,Yes,20,,2,80,2,,3,3,6.0,5,0,4
,,Travel_Rarely,1225,,10,,Life Sciences,1,715,,Male,80,4,1,,4.0,,,15232,3,Y,No,17,3.0,1,80,0,4.0,2,3,1.0,0,0,0
,No,Travel_Rarely,1207,,28,1.0,Medical,1,716,4.0,Male,74,4,1,Laboratory Technician,3.0,,,3297,1,Y,Yes,11,,3,80,3,20.0,3,3,20.0,8,3,8
34.0,,Travel_Rarely,1442,Research & Development,9,3.0,Medical,1,717,4.0,Female,46,2,3,Healthcare Representative,,Single,8621.0,17654,1,Y,No,14,3.0,2,80,0,,3,4,8.0,7,7,7
,Yes,Travel_Rarely,693,Sales,3,,Life Sciences,1,720,,Female,65,3,2,Sales Executive,,Single,4577.0,24785,9,Y,No,14,,1,80,0,,3,3,,2,2,0
39.0,,Travel_Rarely,408,Research & Development,2,4.0,Technical Degree,1,721,4.0,Female,80,2,2,Healthcare Representative,,Single,4553.0,20978,1,Y,No,11,3.0,1,80,0,,4,3,,7,11,10
,No,Travel_Rarely,929,Sales,10,3.0,Marketing,1,722,,Male,55,3,2,Sales Executive,,,5396.0,21703,1,Y,No,12,,4,80,0,,2,2,10.0,7,0,8
,Yes,Travel_Frequently,562,Sales,8,,Technical Degree,1,723,2.0,Male,50,3,2,,3.0,Married,,23452,3,Y,Yes,14,3.0,1,80,1,,4,3,4.0,3,1,3
38.0,,Travel_Rarely,827,Research & Development,1,4.0,Life Sciences,1,724,2.0,Female,33,4,2,,,Single,7625.0,19383,0,Y,No,13,3.0,3,80,0,,4,2,,7,1,8
27.0,No,Travel_Rarely,608,Research & Development,1,2.0,Life Sciences,1,725,3.0,Female,68,3,3,,1.0,Married,7412.0,6009,1,Y,No,11,3.0,4,80,0,9.0,3,3,9.0,7,0,7
32.0,No,Travel_Rarely,1018,Research & Development,3,2.0,Life Sciences,1,727,3.0,Female,39,3,3,Research Director,,,,19373,3,Y,No,15,3.0,4,80,0,10.0,6,3,,7,7,7
47.0,No,Travel_Rarely,703,Sales,14,4.0,Marketing,1,728,4.0,Male,42,3,2,,,Single,,11825,2,Y,No,12,,4,80,0,20.0,2,3,7.0,7,1,7
40.0,,Travel_Frequently,580,,5,,Life Sciences,1,729,4.0,Male,48,2,3,,1.0,Married,10475.0,23772,5,Y,Yes,21,4.0,3,80,1,20.0,2,3,18.0,13,1,12
,No,Travel_Rarely,970,Research & Development,7,3.0,Life Sciences,1,730,3.0,Male,59,4,4,Research Director,3.0,Married,14814.0,13514,3,Y,No,19,,3,80,0,,3,3,,1,1,3
,No,Travel_Rarely,427,,10,4.0,Human Resources,1,731,2.0,Male,73,2,5,Manager,,Divorced,,8861,3,Y,No,15,3.0,2,80,3,23.0,2,2,,6,12,6
60.0,No,Travel_Rarely,1179,,16,,Marketing,1,732,,Male,84,3,2,Sales Executive,,Single,5405.0,11924,8,Y,No,14,3.0,4,80,0,,1,3,2.0,2,2,2
27.0,,Travel_Frequently,294,Research & Development,10,2.0,Life Sciences,1,733,,Male,32,3,3,Manufacturing Director,1.0,Divorced,8793.0,4809,1,Y,No,21,4.0,3,80,2,9.0,4,2,9.0,7,1,7
41.0,No,Travel_Rarely,314,Human Resources,1,3.0,Human Resources,1,734,,Male,59,2,5,Manager,3.0,,19189.0,19562,1,Y,No,12,,2,80,1,,3,3,22.0,7,2,10
,,Travel_Rarely,316,,8,4.0,Marketing,1,738,4.0,Male,54,3,1,,,Married,3875.0,9983,7,Y,No,15,3.0,4,80,1,,2,3,2.0,2,2,2
,Yes,Travel_Rarely,654,Research & Development,1,,Life Sciences,1,741,,Female,67,1,1,,2.0,Single,,3872,7,Y,Yes,13,,4,80,0,10.0,4,3,7.0,7,3,7
36.0,,Non-Travel,427,Research & Development,8,,Life Sciences,1,742,1.0,Female,63,4,3,Research Director,1.0,,,20335,9,Y,No,14,3.0,1,80,1,10.0,2,3,8.0,7,0,5
38.0,,Travel_Rarely,168,Research & Development,1,3.0,Life Sciences,1,743,3.0,Female,81,3,3,,3.0,Single,,15397,4,Y,Yes,14,3.0,4,80,0,10.0,4,4,1.0,0,0,0
44.0,,Non-Travel,381,Research & Development,24,3.0,Medical,1,744,1.0,Male,49,1,1,Laboratory Technician,,,,2104,2,Y,No,14,,3,80,0,,5,3,,2,1,4
47.0,No,Travel_Frequently,217,Sales,3,3.0,Medical,1,746,4.0,Female,49,3,4,Sales Executive,3.0,,13770.0,10225,9,Y,Yes,12,,4,80,2,28.0,2,2,,2,11,13
30.0,,Travel_Rarely,501,,27,5.0,Marketing,1,747,,Male,99,3,2,Sales Executive,,Divorced,5304.0,25275,7,Y,No,23,,4,80,1,10.0,2,2,8.0,7,7,7
29.0,,Travel_Rarely,1396,,10,3.0,Life Sciences,1,749,,Male,99,3,1,Sales Representative,3.0,,2642.0,2755,1,Y,No,11,,3,80,0,1.0,6,3,1.0,0,0,0
42.0,,Travel_Frequently,933,,19,3.0,Medical,1,752,,Male,57,4,1,Research Scientist,3.0,,2759.0,20366,6,Y,Yes,12,,4,80,0,,2,3,,2,2,2
43.0,No,Travel_Frequently,775,,15,3.0,Life Sciences,1,754,,Male,47,2,2,Sales Executive,,Married,6804.0,23683,3,Y,No,18,3.0,3,80,1,,5,3,2.0,2,2,2
34.0,No,Travel_Rarely,970,Research & Development,8,,Medical,1,757,2.0,Female,96,3,2,,3.0,Single,,7360,3,Y,No,11,3.0,4,80,0,,2,3,,1,4,3
,No,Travel_Rarely,650,,9,1.0,Medical,1,758,2.0,Male,37,3,1,Laboratory Technician,,,2500.0,4344,1,Y,No,14,,4,80,1,,2,4,4.0,3,0,2
,,Travel_Rarely,141,Human Resources,3,3.0,Human Resources,1,760,3.0,Female,44,4,2,Human Resources,2.0,Married,6389.0,18767,9,Y,No,15,3.0,3,80,1,,3,1,,3,3,6
56.0,,Travel_Rarely,832,Research & Development,9,,Medical,1,762,3.0,Male,81,3,4,,,Married,,20420,7,Y,No,11,3.0,3,80,0,30.0,1,2,10.0,7,1,1
40.0,No,Travel_Rarely,804,Research & Development,2,1.0,Medical,1,763,4.0,Female,86,2,1,Research Scientist,4.0,,,22929,0,Y,Yes,20,,4,80,0,5.0,2,2,4.0,2,2,3
,No,Travel_Rarely,975,,7,,Medical,1,764,4.0,Female,55,2,2,,1.0,Single,6811.0,23398,8,Y,No,19,,1,80,0,9.0,2,1,,6,0,7
29.0,No,Travel_Rarely,1090,Sales,10,,Marketing,1,766,,Male,83,3,1,,2.0,Divorced,,17967,1,Y,No,14,3.0,4,80,2,2.0,2,3,,2,2,2
53.0,No,Travel_Rarely,346,,6,3.0,Life Sciences,1,769,4.0,Male,86,3,2,,4.0,Single,,10919,2,Y,No,17,3.0,4,80,0,19.0,4,3,2.0,2,2,2
,,Non-Travel,1225,Research & Development,2,,Life Sciences,1,771,4.0,Female,61,3,2,Healthcare Representative,1.0,,5093.0,4761,2,Y,No,11,3.0,1,80,1,,2,4,1.0,0,0,0
32.0,No,Travel_Frequently,430,Research & Development,24,4.0,Life Sciences,1,772,,Male,80,3,2,Laboratory Technician,4.0,Married,5309.0,21146,1,Y,No,15,3.0,4,80,2,10.0,2,3,10.0,8,4,7
,,Travel_Rarely,268,,2,5.0,Medical,1,773,4.0,Male,92,3,1,Research Scientist,,,3057.0,20471,6,Y,Yes,13,3.0,2,80,1,6.0,0,1,,0,0,1
34.0,,Travel_Rarely,167,Research & Development,8,,Life Sciences,1,775,,Female,32,3,2,,,Divorced,5121.0,4187,3,Y,No,14,3.0,3,80,1,7.0,3,3,,0,0,0
,,Travel_Rarely,621,Sales,3,,Marketing,1,776,3.0,Male,31,2,4,Manager,,Married,16856.0,10084,1,Y,No,11,3.0,1,80,0,,3,4,,6,1,16
33.0,Yes,Travel_Rarely,527,Research & Development,1,,Other,1,780,4.0,Male,63,3,1,,4.0,,2686.0,5207,1,Y,Yes,13,3.0,3,80,0,10.0,2,2,,9,7,8
,,Travel_Rarely,883,,26,,Medical,1,781,,Female,32,3,2,,4.0,Single,,22807,1,Y,No,23,4.0,2,80,0,6.0,5,2,6.0,5,1,4
45.0,,Travel_Rarely,954,,2,,Technical Degree,1,783,2.0,Male,46,1,2,,3.0,Single,6632.0,12388,0,Y,No,13,3.0,1,80,0,9.0,3,3,8.0,7,3,1
,,Travel_Rarely,310,Research & Development,10,,Medical,1,784,1.0,Male,79,4,1,Research Scientist,3.0,,,19630,1,Y,No,18,3.0,4,80,0,,3,3,,2,0,2
47.0,Yes,Travel_Frequently,719,Sales,27,2.0,Life Sciences,1,785,2.0,Female,77,4,2,Sales Executive,3.0,,,10339,4,Y,Yes,12,3.0,4,80,0,,2,3,5.0,4,1,3
34.0,No,Travel_Rarely,304,Sales,2,3.0,Other,1,786,4.0,Male,60,3,2,Sales Executive,4.0,,6274.0,18686,1,Y,No,22,4.0,3,80,0,,5,3,,5,1,4
55.0,,Travel_Rarely,725,,2,,Medical,1,787,,Male,78,3,5,Manager,1.0,Married,19859.0,21199,5,Y,Yes,13,3.0,4,80,1,24.0,2,3,5.0,2,1,4
36.0,,Non-Travel,1434,Sales,8,,Life Sciences,1,789,1.0,Male,76,2,3,Sales Executive,1.0,Single,7587.0,14229,1,Y,No,15,3.0,2,80,0,10.0,1,3,,7,0,9
,No,Non-Travel,715,Research & Development,19,4.0,Medical,1,791,4.0,Male,41,3,1,Research Scientist,,Married,4258.0,26589,0,Y,No,18,3.0,1,80,1,,3,3,,3,1,2
,,Travel_Frequently,575,Research & Development,1,,Life Sciences,1,792,,Female,71,1,1,Laboratory Technician,4.0,,,5288,3,Y,No,14,3.0,1,80,1,5.0,2,3,,2,2,0
29.0,No,Travel_Rarely,657,,27,,Medical,1,793,2.0,Female,66,3,2,,3.0,Married,4335.0,25549,4,Y,No,12,,1,80,1,11.0,3,2,,7,1,1
,,Travel_Rarely,1146,,8,3.0,Technical Degree,1,796,,Male,38,2,2,,1.0,Single,,3064,6,Y,No,17,3.0,3,80,0,6.0,2,2,4.0,3,1,2
34.0,No,Travel_Rarely,182,Research & Development,1,4.0,Life Sciences,1,797,2.0,Female,72,4,1,,4.0,Single,,13551,2,Y,No,16,3.0,3,80,0,,2,3,4.0,2,1,3
,,Travel_Rarely,376,,19,,Medical,1,799,4.0,Female,95,3,2,,,,5485.0,22670,9,Y,Yes,11,3.0,2,80,2,,4,3,5.0,3,1,4
27.0,,Travel_Frequently,829,,8,1.0,Marketing,1,800,,Male,84,3,2,,,,4342.0,24008,0,Y,No,19,3.0,2,80,1,5.0,3,3,4.0,2,1,1
,,Travel_Rarely,571,,10,,Life Sciences,1,802,,Female,82,3,1,,1.0,Divorced,2782.0,19905,0,Y,Yes,13,3.0,2,80,2,6.0,3,2,5.0,3,4,3
38.0,No,Travel_Frequently,240,Research & Development,2,4.0,Life Sciences,1,803,,Female,75,4,2,,1.0,Single,5980.0,26085,6,Y,Yes,12,,4,80,0,,2,3,,7,4,12
34.0,No,Travel_Rarely,121,Research & Development,2,,Medical,1,804,3.0,Female,86,2,1,Research Scientist,1.0,,4381.0,7530,1,Y,No,11,,3,80,0,6.0,3,3,,5,1,3
,,Travel_Rarely,384,Sales,8,4.0,Life Sciences,1,805,1.0,Female,72,3,1,,,Married,,20317,1,Y,No,16,3.0,2,80,1,3.0,1,2,,2,0,2
,No,Travel_Rarely,921,Research & Development,1,3.0,Life Sciences,1,806,4.0,Male,38,1,1,Laboratory Technician,3.0,,3833.0,24375,3,Y,No,21,4.0,3,80,2,7.0,2,3,2.0,2,0,2
,No,Travel_Frequently,791,Research & Development,2,2.0,Medical,1,807,,Female,38,4,2,Healthcare Representative,2.0,,,9931,1,Y,No,24,4.0,4,80,1,,2,3,8.0,7,3,7
34.0,No,Travel_Rarely,1111,,8,,Life Sciences,1,808,,Female,93,3,2,,,Married,6500.0,13305,5,Y,No,17,3.0,2,80,1,6.0,1,3,,2,1,2
,,Travel_Frequently,570,,8,3.0,Life Sciences,1,809,2.0,Male,66,3,5,,4.0,,,16225,1,Y,No,13,3.0,2,80,1,,4,2,24.0,7,14,9
23.0,Yes,Travel_Rarely,1243,,6,,Life Sciences,1,811,3.0,Male,63,4,1,Laboratory Technician,,,,3445,1,Y,Yes,21,,3,80,2,1.0,2,3,0.0,0,0,0
24.0,No,Non-Travel,1092,Research & Development,9,,Life Sciences,1,812,,Male,60,2,1,,2.0,,2694.0,26551,1,Y,No,11,3.0,3,80,3,1.0,4,3,,0,0,0
52.0,No,Travel_Rarely,1325,Research & Development,11,4.0,Life Sciences,1,813,4.0,Female,82,3,2,Laboratory Technician,3.0,Married,3149.0,21821,8,Y,No,20,4.0,2,80,1,9.0,3,3,5.0,2,1,4
50.0,No,Travel_Rarely,691,Research & Development,2,,Medical,1,815,3.0,Male,64,3,4,,3.0,Married,,6881,5,Y,No,16,3.0,4,80,0,30.0,3,3,,3,0,3
29.0,,Travel_Rarely,805,,1,,Life Sciences,1,816,2.0,Female,36,2,1,,,Married,,6689,1,Y,Yes,11,3.0,4,80,1,,1,3,,0,0,0
,,Travel_Rarely,213,,7,3.0,Medical,1,817,,Male,49,3,3,Research Director,,,,25995,0,Y,No,11,3.0,4,80,0,,3,4,13.0,9,3,7
33.0,Yes,Travel_Rarely,118,Sales,16,3.0,Marketing,1,819,,Female,69,3,2,,,Single,5324.0,26507,5,Y,No,15,,3,80,0,,3,3,3.0,2,0,2
47.0,,Travel_Rarely,202,,2,2.0,Other,1,820,3.0,Female,33,3,4,,,Married,16752.0,12982,1,Y,Yes,11,3.0,3,80,1,26.0,3,2,26.0,14,3,0
36.0,No,Travel_Rarely,676,,1,3.0,Other,1,823,3.0,Female,35,3,2,,,Married,5228.0,23361,0,Y,No,15,,1,80,1,10.0,2,3,,7,0,5
29.0,,Travel_Rarely,1252,,23,2.0,Life Sciences,1,824,3.0,Male,81,4,1,Research Scientist,,,2700.0,23779,1,Y,No,24,,3,80,1,,3,3,10.0,7,0,7
58.0,Yes,Travel_Rarely,286,Research & Development,2,,Life Sciences,1,825,,Male,31,3,5,Research Director,2.0,Single,,25761,7,Y,Yes,12,,4,80,0,40.0,2,3,31.0,15,13,8
35.0,No,Travel_Rarely,1258,Research & Development,1,,Life Sciences,1,826,4.0,Female,40,4,1,Research Scientist,3.0,Single,2506.0,13301,3,Y,No,13,,3,80,0,7.0,0,3,2.0,2,2,2
42.0,,Travel_Rarely,932,Research & Development,1,2.0,Life Sciences,1,827,4.0,Female,43,2,2,,4.0,Married,6062.0,4051,9,Y,Yes,13,,4,80,1,8.0,4,3,4.0,3,0,2
28.0,,Travel_Rarely,890,,2,4.0,Medical,1,828,3.0,Male,46,3,1,Research Scientist,,,,16374,6,Y,No,17,,4,80,0,5.0,3,2,,2,2,1
,No,Travel_Rarely,1041,Human Resources,13,,Human Resources,1,829,,Male,36,3,1,Human Resources,2.0,,2143.0,25527,4,Y,No,13,3.0,2,80,1,8.0,2,3,,2,0,4
32.0,,Travel_Rarely,859,Research & Development,4,3.0,Life Sciences,1,830,,Female,98,2,2,Manufacturing Director,3.0,Married,6162.0,19124,1,Y,No,12,,3,80,1,14.0,3,3,,13,6,8
,No,Travel_Frequently,720,Research & Development,16,,Medical,1,832,1.0,Male,51,2,2,Laboratory Technician,,Single,,11983,6,Y,No,14,,4,80,0,10.0,6,3,,0,0,0
,,Travel_Rarely,946,,2,,Medical,1,833,3.0,Female,52,2,2,,,Single,6877.0,20234,5,Y,Yes,24,,2,80,0,,4,2,,0,0,0
45.0,,Travel_Rarely,252,Research & Development,2,3.0,Life Sciences,1,834,,Female,95,2,1,,3.0,Single,2274.0,6153,1,Y,No,14,3.0,4,80,0,1.0,3,3,1.0,0,0,0
,No,Travel_Rarely,933,,29,3.0,Life Sciences,1,836,2.0,Male,98,3,2,Manufacturing Director,2.0,Married,4434.0,11806,1,Y,No,13,,4,80,1,,3,2,9.0,8,7,8
38.0,No,Travel_Frequently,471,Research & Development,12,3.0,Life Sciences,1,837,1.0,Male,45,2,2,Healthcare Representative,1.0,,6288.0,4284,2,Y,No,15,3.0,3,80,1,13.0,3,2,4.0,3,1,2
34.0,,Travel_Frequently,702,Research & Development,16,4.0,Life Sciences,1,838,3.0,Female,100,2,1,,,,2553.0,8306,1,Y,No,16,3.0,3,80,0,6.0,3,3,5.0,2,1,3
,,Travel_Rarely,1184,Sales,11,,Marketing,1,840,,Female,43,3,3,,4.0,,,5860,1,Y,No,18,,1,80,2,9.0,3,4,9.0,8,7,7
55.0,Yes,Travel_Rarely,436,,2,,Medical,1,842,3.0,Male,37,3,2,,4.0,Single,5160.0,21519,4,Y,No,16,3.0,3,80,0,12.0,3,2,9.0,7,7,3
,,Travel_Rarely,589,Research & Development,14,2.0,Life Sciences,1,843,2.0,Male,94,3,4,Research Director,,Married,17159.0,5200,6,Y,No,24,4.0,3,80,1,22.0,3,3,,1,1,0
27.0,No,Travel_Rarely,269,,5,,Technical Degree,1,844,,Male,42,2,3,,,,12808.0,8842,1,Y,Yes,16,,2,80,1,9.0,3,3,9.0,8,0,8
,No,Travel_Rarely,950,,7,3.0,Other,1,845,,Male,59,3,3,Manufacturing Director,3.0,Single,10221.0,18869,3,Y,No,21,,2,80,0,17.0,3,4,,5,1,6
28.0,,Travel_Rarely,760,Sales,2,,Marketing,1,846,2.0,Female,81,3,2,Sales Executive,2.0,Married,4779.0,3698,1,Y,Yes,20,4.0,1,80,0,,2,3,8.0,7,7,5
34.0,No,Travel_Rarely,829,,3,2.0,Human Resources,1,847,3.0,Male,88,3,1,,,Married,3737.0,2243,0,Y,No,19,,3,80,1,4.0,1,1,,2,0,2
26.0,Yes,Travel_Frequently,887,,5,2.0,Medical,1,848,3.0,Female,88,2,1,,3.0,Married,,20898,1,Y,Yes,14,3.0,1,80,1,,2,3,8.0,7,1,7
,No,Non-Travel,443,,3,3.0,Medical,1,850,4.0,Male,50,3,1,Research Scientist,,Married,,16571,1,Y,No,11,3.0,3,80,3,0.0,6,2,0.0,0,0,0
51.0,,Travel_Rarely,1318,Sales,26,,Marketing,1,851,,Female,66,3,4,,3.0,,16307.0,5594,2,Y,No,14,3.0,3,80,1,,2,2,,6,4,17
44.0,,Travel_Rarely,625,Research & Development,4,3.0,Medical,1,852,,Male,50,3,2,Healthcare Representative,2.0,,5933.0,5197,9,Y,No,12,,4,80,0,,2,2,,2,2,3
25.0,,Travel_Rarely,180,Research & Development,2,1.0,Medical,1,854,1.0,Male,65,4,1,Research Scientist,1.0,,3424.0,21632,7,Y,No,13,,3,80,0,6.0,3,2,,3,0,1
33.0,No,Travel_Rarely,586,,1,,Medical,1,855,,Male,48,4,2,Sales Executive,1.0,,4037.0,21816,1,Y,No,22,4.0,1,80,1,9.0,5,3,9.0,8,0,8
35.0,No,Travel_Rarely,1343,Research & Development,27,1.0,Medical,1,856,3.0,Female,53,2,1,,1.0,Single,2559.0,17852,1,Y,No,11,,4,80,0,6.0,3,2,,5,1,1
,,Travel_Rarely,928,Sales,1,2.0,Life Sciences,1,857,,Male,56,3,2,,,,,2823,1,Y,Yes,14,3.0,4,80,1,18.0,1,2,18.0,14,4,11
32.0,No,Travel_Rarely,117,Sales,13,4.0,Life Sciences,1,859,,Male,73,3,2,Sales Executive,4.0,,4403.0,9250,2,Y,No,11,3.0,3,80,1,8.0,3,2,5.0,2,0,3
,,Travel_Frequently,1012,Research & Development,5,,Life Sciences,1,861,,Male,75,2,1,Research Scientist,4.0,,3761.0,2373,9,Y,No,12,3.0,2,80,1,10.0,3,2,5.0,4,0,3
53.0,,Travel_Rarely,661,,7,2.0,Marketing,1,862,,Female,78,2,3,Sales Executive,4.0,Married,10934.0,20715,7,Y,Yes,18,,4,80,1,,3,3,5.0,2,0,4
45.0,No,Travel_Rarely,930,Sales,9,,Marketing,1,864,4.0,Male,74,3,3,Sales Executive,1.0,,,19239,4,Y,Yes,12,3.0,3,80,1,,2,3,5.0,4,0,2
,,Travel_Rarely,638,Research & Development,8,2.0,Medical,1,865,3.0,Female,91,4,2,Research Scientist,,Married,5175.0,22162,5,Y,No,12,,3,80,1,9.0,3,2,5.0,3,1,3
,,Travel_Frequently,890,Research & Development,25,4.0,Medical,1,867,,Female,81,2,4,Manufacturing Director,4.0,,13826.0,19028,3,Y,No,22,,3,80,0,,3,3,9.0,8,0,0
,,Travel_Rarely,342,Sales,16,4.0,Marketing,1,868,,Male,66,2,2,,,Divorced,,24558,4,Y,No,19,3.0,4,80,2,9.0,2,3,1.0,0,0,0
28.0,,Travel_Rarely,1169,,8,2.0,Medical,1,869,2.0,Male,63,2,1,,,,4936.0,23965,1,Y,No,13,,4,80,1,,6,3,5.0,1,0,4
22.0,,Travel_Rarely,1230,Research & Development,1,2.0,Life Sciences,1,872,4.0,Male,33,2,2,Manufacturing Director,,Married,,19146,6,Y,No,22,,1,80,2,4.0,2,1,2.0,2,2,2
,No,Travel_Rarely,986,Research & Development,8,4.0,Life Sciences,1,874,1.0,Male,62,4,1,Laboratory Technician,4.0,Married,2818.0,5044,2,Y,Yes,24,4.0,3,80,1,,2,2,,2,0,2
42.0,,Travel_Frequently,1271,Research & Development,2,,Medical,1,875,2.0,Male,35,3,1,Research Scientist,,Single,,9068,5,Y,Yes,14,3.0,4,80,0,8.0,2,3,2.0,1,2,2
36.0,,Travel_Rarely,1278,,8,3.0,Life Sciences,1,878,,Male,77,2,1,,1.0,Married,2342.0,8635,0,Y,No,21,,3,80,0,6.0,3,3,5.0,4,0,3
,No,Travel_Rarely,141,Sales,3,1.0,Other,1,879,3.0,Male,98,3,2,Sales Executive,,Married,,14363,1,Y,Yes,18,3.0,4,80,0,,3,3,,3,0,3
,No,Travel_Rarely,607,Research & Development,9,,Life Sciences,1,880,4.0,Female,66,2,3,Manufacturing Director,3.0,Married,10685.0,23457,1,Y,Yes,20,4.0,2,80,1,17.0,2,3,,14,5,15
,Yes,Travel_Frequently,130,Research & Development,25,4.0,Life Sciences,1,881,4.0,Female,96,3,1,Research Scientist,2.0,Divorced,,16612,1,Y,Yes,19,3.0,1,80,1,,3,2,10.0,2,7,8
32.0,No,Non-Travel,300,Research & Development,1,3.0,Life Sciences,1,882,,Male,61,3,1,,4.0,Divorced,2314.0,9148,0,Y,No,12,,2,80,1,4.0,2,3,,0,0,2
25.0,No,Travel_Rarely,583,Sales,4,,Marketing,1,885,3.0,Male,87,2,2,Sales Executive,1.0,,4256.0,18154,1,Y,No,12,,1,80,0,5.0,1,4,5.0,2,0,3
49.0,,Travel_Rarely,1418,,1,3.0,Technical Degree,1,887,3.0,Female,36,3,1,Research Scientist,1.0,Married,3580.0,10554,2,Y,No,16,3.0,2,80,1,7.0,2,3,4.0,2,0,2
,No,Non-Travel,1269,,4,1.0,Life Sciences,1,888,1.0,Male,46,2,1,Laboratory Technician,,Married,,10778,0,Y,No,17,,4,80,0,,2,2,,2,3,4
32.0,No,Travel_Frequently,379,Sales,5,2.0,Life Sciences,1,889,2.0,Male,48,3,2,,2.0,Married,6524.0,8891,1,Y,No,14,3.0,4,80,1,10.0,3,3,10.0,8,5,3
38.0,No,Travel_Rarely,395,Sales,9,,Marketing,1,893,,Male,98,2,1,,,Married,,12102,0,Y,No,19,3.0,4,80,1,3.0,3,3,2.0,2,1,2
42.0,,Travel_Rarely,1265,Research & Development,3,3.0,Life Sciences,1,894,3.0,Female,95,4,2,Laboratory Technician,4.0,Married,5231.0,23726,2,Y,Yes,13,3.0,2,80,1,17.0,1,2,,3,1,3
,No,Travel_Rarely,1222,Research & Development,11,4.0,Life Sciences,1,895,,Male,48,3,1,Research Scientist,4.0,Married,,14871,3,Y,Yes,19,,2,80,1,8.0,2,3,,4,0,2
,Yes,Travel_Rarely,341,,1,3.0,Medical,1,896,,Female,48,2,1,Sales Representative,3.0,,2800.0,23522,6,Y,Yes,19,3.0,3,80,3,,3,3,,2,0,2
53.0,No,Travel_Rarely,868,,8,,Marketing,1,897,1.0,Male,73,3,4,,4.0,Married,11836.0,22789,5,Y,No,14,,3,80,1,28.0,3,3,,0,2,2
